"Tweet_Tidspunkt","Forventet_Avkastning","Faktisk_Avkastning","Unormal_Avkastning","Lopenummer","Text","Rank"
2012-01-06 12:28:01,-0.000342242619209564,0,0.000342242619209564,1,"feb is huge month. model x world premier and public reveal of our la design studio on the 9th. stay tuned for more details.",0
2012-01-06 15:09:40,-0.000198028557538705,0,0.000198028557538705,1,"model s signature series sold out as of today {url}",0
2012-01-17 12:44:57,-0.000229684383793968,0.00151006711409392,0.00173975149788789,1,"tsla down ~$500m friday, but back up ~$500m today. sorry for the roller coaster.",0
2012-01-17 12:47:19,-0.000306451295062426,-0.000391498881431724,-8.50475863692984e-05,1,"will communicate better in the future. too many people want us to fail and are willing to twist any bit of news against tesla.",0
2012-02-02 12:00:34,6.1227204646855e-05,0,-6.1227204646855e-05,1,"the most interesting view of the model x is really with the doors open {url}",0
2012-02-09 11:37:45,0.000234835523577868,0.000328130127033095,9.32946034552263e-05,1,"model x sketch showing just a bit more leg. unveiling tonight... {url}",0
2012-02-10 11:51:47,-0.000812983725824188,-0.00223160141658174,-0.00141861769075755,1,"@teslasbigfan don't worry, we've got a cool solution for ski storage on the x with the falcon wing doors",0
2012-02-10 12:23:17,8.18957581139788e-05,0.000677867622137145,0.000595971864023166,1,"tesla model x video  {url}",0
2012-02-10 14:38:00,7.21992511793963e-05,-0.000627413127413165,-0.000699612378592562,1,"tesla model x is 3rd most searched term on google, right after purple squirrel. damn you squirrel! {url}",0
2012-05-10 12:24:47,2.12991552760669e-06,0.00120859444941805,0.00120646453389044,1,"meant to say: prizes for first 10 who do 400 miles in tesla w/o recharging, not nonstop, which would require diapers :)",0
2012-07-12 10:50:49,0.000410528129719096,0.000331863651448206,-7.86644782708896e-05,1,"going at full speed! mt â@iansomerhalder: elon- you are my hero my friend.please!ramp up production on cars that use no gas.""",0
2012-08-22 12:11:24,7.25574279021957e-05,0,-7.25574279021957e-05,1,"glad to contribute to the tesla museum and will do more in the future. he was a great man. {url}",0
2012-08-22 12:14:31,0.000117680239850629,0.000351053159478397,0.000233372919627767,1,"i love the sight of teslas in the morning. production line review is looking good! {url}",0
2012-08-27 15:39:47,-0.000298176760955102,-0.000690021231422429,-0.000391844470467327,1,"motor trend tests model s as fastest american sedan at 3.9 sec 0-60 mph and tied for 1st worldwide in stopping distance",0
2012-08-27 15:51:07,-0.000314326658300661,-0.00137762941768661,-0.00106330275938595,1,"@joebeernink back of the envelope calc: merlin wd accelerate model s at 25 g's, so wd break sound barrier in &lt;1.5 sec",0
2012-09-24 13:53:03,-0.000410258020546771,-0.000342465753424728,6.77922671220428e-05,1,"model s review by @wired. totally agree with criticisms. corrections coming soon. {url}",0
2012-11-20 14:22:29,9.56467673968952e-05,-0.00054847113670637,-0.000644117904103266,1,"mass. judge denies auto dealers' demand to kill our little tesla store. yay, justice prevails!  {url}",0
2012-12-12 12:12:05,0.000163061059857841,0.000256114739403414,9.30536795455734e-05,1,"tesla articles 30 mins apart: ""this stock is screaming buy"" {url} and ""this stock could get destroyed"" {url}",0
2013-01-04 13:19:30,6.56524888048972e-06,-0.000569675723049991,-0.00057624097193048,1,"nice story about a model s coast to coast road trip. by end of year, it will be superchargers all the way! {url}",0
2013-02-11 14:26:30,0.000449096061427684,0.00182311869666414,0.00137402263523645,1,"nytimes article about tesla range in cold is fake. vehicle logs tell true story that he didn't actually charge to max &amp; took a long detour.",0
2013-02-11 14:30:14,0.000590717435926991,-0.00357417371252886,-0.00416489114845585,1,"tesla blog coming soon detailing what actually happened on broder's nytimes ""range test"". also lining up other journalists to do same drive.",-1
2013-02-11 14:41:29,0.000269736425167883,-0.00320463320463311,-0.00347436962980099,1,"tesla data logging is only turned on with explicit written permission from customers, but after top gear bs, we always keep it on for media.",-1
2013-02-11 14:44:06,0.000411829872401268,0.00127084376323807,0.000859013890836804,1,"@tomleykis thanks tom! support of real tesla customers like yourself who drive the car every day is v much appreciated.",0
2013-02-11 14:47:10,0.000403374038999097,0.00157692307692299,0.00117354903792389,1,"@batasrki yeah, top gear pretended the tesla roadster ran out of charge and they had to push it home. logs showed 50 miles range left.",0
2013-03-08 10:16:35,0.000261004608388277,-0.00230831377678597,-0.00256931838517425,1,"minnesota auto dealers tried to pass legislation to block tesla stores. bill was just defeated in senate. thanks mn!",0
2013-03-08 12:27:21,-0.000110087353962011,0,0.000110087353962011,1,"check out model s at tesla austin gallery at the domain opening today! i will stop by this eve and tomorrow morning.",0
2013-03-25 14:48:30,0.000108479199177059,0.0100610851598993,0.00995260596072229,1,"really exciting @teslamotors announcement coming on thursday. am going to put my money where my mouth is in v major way.",1
2013-04-02 12:11:45,-4.62992268878897e-05,-0.00179539295392957,-0.00174909372704168,1,"today's tesla announcement is actually the 2nd in a 5 part trilogy (love douglas adams)",0
2013-04-02 12:19:41,-2.26417666092512e-05,0.00159663009138149,0.00161927185799075,1,"certainly true that many people believe that tesla and spacex are powered by the #hhgttg infinite improbability drive :)",0
2013-04-02 13:49:11,0.000121246717317493,-0.00235778567396137,-0.00247903239127887,1,"am headed to tx next week to thank people personally for supporting tesla. please head to sb 1659 @ 8am tomorrow #teslatx",0
2013-04-08 15:22:02,6.8270481586612e-05,0.000251076040172218,0.000182805558585606,1,"sarah palin calls tesla a loser. am deeply wounded. {url}  btw, model s warranty does cover ""bricking"".",0
2013-04-09 10:56:56,-9.33013155515887e-05,-0.00369918248067186,-0.00360588116512027,1,"in tx to make the case for allowing tesla to sell cars. pls come to capitol room e2.014 at 1:30! {url}",-1
2013-04-09 15:43:37,-0.0001304496568689,0.000259643916913836,0.000390093573782736,1,"just had texas bbq for lunch in capitol building. about to head to house committee hearing to advocate for tesla in tx.",0
2013-04-11 14:03:27,-0.000124573846571577,0.00111989683374633,0.0012444706803179,1,"new york judge just ruled in favor tesla, dismissing the legal attack by auto dealers to prevent direct sales!",0
2013-04-25 11:54:47,0.000267494809550503,-0.00152036718301781,-0.00178786199256831,1,"announcement of new @teslamotors strategy tomorrow. tesla owners will like this.",0
2013-04-25 14:45:45,0.000116785403132033,-0.00132515196036065,-0.00144193736349269,1,"@tapp697 thanks, important clarification. tesla announcements are always about making product experience better. market follows eventually.",0
2013-04-25 14:46:28,0.000132113596974808,0,-0.000132113596974808,1,"@nycomwireless @teslamotors cool, thanks for buying our car!",0
2013-05-01 13:44:55,-6.3893176771008e-05,-0.000563809094240628,-0.00049991591746962,1,"@realbhuwan @teslamotors cool :)",0
2013-05-02 13:54:50,-4.01470245171018e-06,-0.000358987104078668,-0.000354972401626957,1,"time to up the ante (and fix some mistakes). tesla announcement tomorrow.",0
2013-05-06 15:25:28,0.000382764885094882,0.00279510339294487,0.00241233850784999,1,"chris porritt from aston martin just joined as head of vehicle engineering at tesla {url}",0
2013-05-06 15:28:02,0.000356314925257109,-0.000103340481049928,-0.000459655406307037,1,"anyone interested in doing ultra hardcore vehicle engineering at tesla, please apply!",0
2013-05-07 11:37:20,-0.000607529806754557,0.000179888469149051,0.000787418275903607,1,"creating an autopilot for cars at tesla is an important, but not yet top priority. still a few years from production.",0
2013-05-07 11:42:59,-0.000634422934359932,-0.00786274050352776,-0.00722831756916783,1,"tesla priority is electrification of cars, so priority is model s, model x, then mass market third gen vehicle &amp; truck",-1
2013-05-09 11:24:30,0.000521810168557177,-0.00351769911504411,-0.00403950928360128,1,"there is a way for the tesla model s to be recharged throughout the country faster than you could fill a gas tank.",-1
2013-05-13 15:33:46,0.000115155670241368,-0.00110924311489335,-0.00122439878513472,1,"@vicorly yes, usually several times more energy over the course of the year than is needed by the model s",0
2013-05-30 14:47:47,-0.00037793527663786,0.000474635753016857,0.000852571029654717,1,"huge expansion of tesla supercharger network underway. will cover la to ny by end of year {url}",0
2013-06-18 10:57:29,9.35131382541864e-05,0.000699685885698211,0.000606172747444025,1,"@zatulsky shai actually got the idea from a visit to tesla. the idea is obvious (many things allow battery swap), but the technology is not.",0
2013-06-21 12:34:23,-8.59484052781654e-05,0.000822506206875655,0.00090845461215382,1,"@lisaroutel the ny auto dealers lost in court, so now they are funding a bill in ny legislature to block tesla",0
2013-06-25 11:56:19,0.000128186714579645,0.000590667454223207,0.000462480739643563,1,"@arthurblake tesla service can do coating or can be done by any auto glass coating company. my car is done on side &amp; rear",0
2013-07-02 14:47:25,-9.91533943383372e-05,0.000258354539935125,0.000357507934273462,1,"woohoo, tesla direct sales petition passed the 100k threshold! thanks a lot to everyone that helped!!",0
2013-07-23 15:02:39,-3.34649431648564e-05,0.000328735100385842,0.000362200043550698,1,"oh yeah, well tesla will study a plan to study the gm team that's studying tesla, so there! {url}",0
2013-09-06 15:25:54,-2.82836585173722e-05,0.000304296850527683,0.000332580509045055,1,"video review of model s vs. aston martin rapide s by @autocar {url}",0
2013-10-30 10:47:29,8.15288327984643e-05,0.000496629358152525,0.000415100525354061,1,"tesla west coast supercharger network now energized. travel from vancouver to tijuana in styel! {url}",0
2013-11-19 09:50:48,0.00239429642273828,0.0108372265302952,0.00844293010755696,1,"why does a tesla fire w no injury get more media headlines than 100,000 gas car fires that kill 100s of people per year?",1
2013-11-19 11:30:54,0.000314283732306272,-0.000153121319199119,-0.000467405051505392,1,"what makes this incredibly unjust is that the model s to date has the best safety record of any car on the road (no injuries or deaths ever)",0
2013-11-19 12:28:45,-0.000423389238640552,0.000710117997940685,0.00113350723658124,1,"tesla is also extending the model s warranty to cover any fire damage even if due solely to a driver accident",0
2013-11-21 14:17:05,9.14683500563869e-05,-0.000578910416692291,-0.000670378766748678,1,"tesla model s consumer reports customer satisfaction survey highest of any car on road at 99/100 {url}",0
2014-01-23 15:40:34,1.78057124941109e-05,-0.000557682703512452,-0.000575488416006563,1,"tesla policy is to charge the same price (+ taxes &amp; shipping) everywhere in the world {url}",0
2014-02-07 12:54:59,0.000314748665988929,-0.000549983824005188,-0.000864732489994116,1,"value is holding up ""tesla car is worth more used than new | mnn - {url}""",0
2014-02-25 13:39:16,-0.000317031078706699,4.14807440461456e-05,0.000358511822752845,1,"model s receives highest customer satisfaction score of any car ever surveyed by consumer reports {url}",0
2014-03-11 11:23:26,-1.55837112351873e-05,0.00166146689065708,0.00167705060189227,1,"new jersey auto dealers subverting democratic process to try to block tesla sales {url}",0
2014-03-14 14:35:37,-0.00010280856376775,-0.000305935805554994,-0.000203127241787244,1,"working on a model s environmental impact blog this weekend to counteract bs like the @bloomberg graphite story. beyond ridiculous...",0
2014-04-07 11:47:29,6.46004596426808e-05,-0.00264883686155558,-0.00271343732119826,1,"bloomberg article today also has oddly false details. i don't eat breakfast at tesla and drink coffee, not juice.",0
2014-04-08 11:30:21,0.000164561200561048,-0.00251696673958157,-0.00268152794014262,1,"tesla us business leasing program went live today {url}",0
2014-04-08 12:33:19,0.000196635928600896,0.000188057643150107,-8.5782854507883e-06,1,"leasing a model s takes 5 mins online, no signatures &amp; one tap on car center screen to accept when delivered",0
2014-04-08 12:44:15,4.2424470653334e-05,0.000174456741706416,0.000132032271053082,1,"@elonmusk also, breakfast at tesla is self-serve cereal (no distinction for execs) and the person mentioned isn't actually an employee",0
2014-06-12 13:02:05,-0.000357055929524361,-0.00165042896611898,-0.00129337303659461,1,"regarding tesla patents {url}",0
2014-07-01 10:25:43,5.95663753424429e-05,-0.0010958426469582,-0.00115540902230065,1,"tesla model s named top model in perceived quality {url} via @usatoday",0
2014-07-10 12:56:53,-8.54329739922458e-05,0.000359499955910388,0.000444932929902634,1,"tesla superchargers delivered over 1gwh last month. long distance driving growing exponentially {url}",0
2014-07-10 13:26:14,5.76672303517657e-05,-0.00106303744329343,-0.0011207046736452,1,"@leroytwin @tesla_canada a lot of canadian superchargers are in work and will start going live in the next month or so",0
2014-11-18 10:36:09,-0.000111478659181742,0.000498761794846589,0.00061024045402833,1,"tesla comic book {url}",0
2014-11-19 09:59:48,-0.00055850608387059,0.00344151548074993,0.00400002156462052,1,"rumors about canceling falcon wing doors are false. at tesla, the production car will always be better than the show car.",1
2014-12-19 10:40:54,9.59933969854234e-05,0.00188162964290394,0.00178563624591851,1,"pack swap now operating in limited beta mode for sf to la route. can swap battery faster than visiting a gas station. tesla blog out soon.",0
2014-12-19 14:07:24,0.000142341835442805,0.00050488633141285,0.000362544495970045,1,"tesla fast battery swap details {url}",0
2014-12-30 15:46:18,1.31380573793717e-05,0.000154947890350786,0.000141809832971415,1,"model s range curves in detail by version {url}",0
2015-01-23 11:40:13,9.26166030082431e-05,-0.00089232599643073,-0.000984942599438973,1,"@elonmusk ... in honor of imb, rip.",0
2015-01-29 15:33:34,0.000113153893293596,8.7680201079983e-05,-2.54736922136128e-05,1,"tesla p85d 0 to 60mph acceleration will improve by ~0.1 sec soon via over-the-air software update to inverter algorithm",0
2015-01-29 15:41:56,0.000151852642498695,7.2844353469771e-06,-0.000144568207151718,1,"tesla dual motor cars are also all-wheel drive. main goal of dual motor was actually insane traction on snow. insane speed was a side effect",0
2015-03-30 12:35:15,7.76794800403463e-05,0.0081918162704189,0.00811413679037856,1,"major new tesla product line -- not a car -- will be unveiled at our hawthorne design studio on thurs 8pm, april 30",1
2015-04-06 12:17:48,-4.12151360962879e-05,-0.00150676954432958,-0.00146555440823329,1,"welcome @chiefboltkennyh to @teslamotors. he will apply formula 1 techniques to revolutionize servicing mainstream cars.",0
2015-04-09 12:22:36,0.000140332944644613,0.000144188829691412,3.85588504679907e-06,1,"testing of the high performance version of the tesla model s by @consumerreports
{url}",0
2015-05-01 13:08:06,-0.000119905693785663,0.000360054347826093,0.000479960041611755,1,"for more info on tesla energy, check out press kit. $250/kwh for utility scale is the real kicker {url}",0
2015-05-12 11:23:25,-9.23866559959899e-05,0.000797237877384699,0.000889624533380689,1,"@teslap85d that is true. if someone says they are thinking about having kids, i always encourage them to do so.",0
2015-06-15 12:22:09,0.000102897182717126,-7.83165555174328e-05,-0.000181213738234559,1,"spacex/tesla will also do a reference pod to be shown after the @hyperloop competition. bonus for all racing teams that exceed reference.",0
2015-06-23 11:20:49,0.000242187929870437,-0.00218932266769242,-0.00243151059756286,1,"important to note that model s resale value is also higher than that of gasoline cars",0
2015-07-17 11:30:15,0.000109423774369364,0.00196409305928236,0.00185466928491299,1,"model s product call at 11 today. rocket discussion at noon on monday.",0
2015-08-06 13:48:07,0.000141572335595409,0.00028052201487986,0.00013894967928445,1,"tesla snakebot autocharger prototype. does seem kinda wrong :) {url}",0
2015-12-18 15:30:20,-8.83529078499134e-05,-0.000560724508225129,-0.000472371600375216,1,"@elonmusk holding for issue resolution",0
2016-02-23 15:48:08,0.000105642354830777,0.0033670033670033,0.00326136101217252,1,"@romclocko @teslamotors coming later this year",1
2016-03-31 11:47:40,0.000118068725077,0.000413417997894107,0.000295349272817106,1,"incredibly inspired by the interest in model 3. you won't be disappointed. also, small token of appreciation coming for those who lined up.",0
2016-04-01 12:11:38,-0.000196470417735091,0.00582230575965272,0.00601877617738781,1,"model 3 orders at 180,000 in 24 hours. selling price w avg option mix prob $42k, so ~$7.5b in a day. future of electric cars looking bright!",1
2016-04-01 13:23:39,6.55257851976446e-05,-0.00259367830741775,-0.00265920409261539,1,"thought it would slow way down today, but model 3 order count is now at 198k. recommend ordering soon, as the wait time is growing rapidly.",0
2016-04-01 14:38:13,-9.5832307340943e-05,0.0013428319253562,0.00143866423269715,1,"@alyssa_milano hi alyssa, thanks for placing your faith in tesla. i hope you have a great experience with the car.",0
2016-04-29 15:13:25,0.000195351475730622,0.00135809191215581,0.00116274043642519,1,"@erothenberg simple answer is that there just aren't many used teslas available. demand &gt;&gt; supply.",0
2016-05-17 15:37:50,-8.69604467384364e-05,0.000292697204741662,0.000379657651480099,1,"@drkevinleung @tesla_canada totally agree. am told this will be fixed by thurs, maybe fri.",0
2016-05-18 14:51:56,0.000122186556749052,0.000397368850539597,0.000275182293790546,1,"merc news story about tesla using $5/hr labor seems to be missing a digit. tesla actually paid $55/hr. {url}",0
2016-05-18 15:00:02,0.000305791881752687,0.00121997063559057,0.000914178753837883,1,"@jlgolson yes, but it is false of merc news to say that tesla took advantage of low cost labor. we paid $55/hr. that is unequivocal.",0
2016-05-18 15:30:33,-0.000225345407759417,0.00039929552860319,0.000624640936362607,1,"@jlgolson per the letter, tesla paid $55/hr for *additional* services, so no.",0
2016-05-25 10:38:57,-3.25823551580031e-05,-0.000246553389081828,-0.000213971033923825,1,"really fun model x review by @motortrend. best part is x racing while towing a fuel sports car
{url}",0
2016-06-10 13:04:28,-8.89917483649168e-05,-0.00128523401405641,-0.00119624226569149,1,"nice comment about the model s by cvk on @topgear_bbca {url}",0
2016-07-05 11:26:41,4.12509351188728e-05,-0.000479437841241699,-0.000520688776360572,1,"@alansmurray yes, it was material to you -- bs article increased your advertising revenue. just wasn't material to tsla, as shown by market.",0
2016-07-19 12:28:06,1.9754290401967e-05,-0.00057357594936704,-0.000593330239769007,1,"will be working at tesla on autopilot &amp; model 3 today, then aiming to pull an all-nighter and complete the master product plan",0
2016-07-20 15:07:36,-3.74787626778315e-05,0.00118022725931553,0.00121770602199336,1,"post should go live on tesla website around 5pm",0
2016-08-23 11:23:03,-7.40195279018367e-05,0.00208638848153579,0.00216040800943762,1,"tesla product announcement at noon california time today",0
2016-08-31 11:25:12,4.50831995047314e-05,0.000674701533348079,0.000629618333843347,1,"writing post now with details. will publish on tesla website later today.",0
2016-09-21 10:32:02,-0.000125734407832388,0.00121321084288909,0.00133894525072148,1,"tesla keeps temp below 40c/105f by automatically venting cabin &amp; turning on ac when needed. can do this for up to a year on a full charge.",0
2016-09-21 11:58:19,-0.000124959068420572,-0.00123667061611376,-0.00111171154769318,1,"@notch also, the tesla is poison free!",0
